93,44
42,50
12,73
16,63
95,92
29,21
62,65
49,10
72,64
77,73
41,66
3,83
80,49
57,89
25,72
67,78
64,71
98,25
57,73
58,33
22,71
26,62
7,18
87,22
73,55
38,81
66,92
83,23
95,37
3,78
53,42
78,37
50,12
48,77
14,17
50,14
78,53
99,48
10,43
20,7
50,48
18,53
21,95
0,82
41,8
5,15
76,46
13,22
39,66
27,29
9,59
14,61
70,29
15,23
24,22
53,65
85,26
71,88
69,18
58,3
49,47
16,96
38,42
94,70
24,16
6,71
96,38
41,98
91,11
39,74
65,96
13,45
11,52
23,20
72,6
87,85
75,63
31,89
69,14
59,30
75,88
33,3
8,59
92,8
57,37
1,65
90,54
0,44
67,89
33,6
66,10
78,30
80,99
7,62
78,99
33,91
93,48
83,38
3,62
83,79
