67,65,50
24,82,72
87,86,97
13,31,56
35,14,23
77,68,91
45,79,90
56,65,29
84,88,10
34,12,75
96,25,19
98,44,99
40,37,70
67,52,79
53,44,99
86,74,45
25,26,59
64,14,40
45,79,90
73,57,71
94,23,85
24,82,72
98,44,99
63,73,74
11,31,35
57,71,61
87,96,29
48,11,90
12,27,43
70,19,15
71,43,45
94,42,70
72,88,72
12,46,10
27,18,10
99,16,54
27,18,10
25,61,35
92,50,87
20,76,60
97,86,11
15,19,88
67,39,45
50,23,36
13,77,93
72,88,72
65,30,24
95,46,33
64,31,53
50,23,36
70,19,15
95,20,12
24,11,34
86,28,94
76,69,23
99,50,11
86,38,31
50,63,95
86,74,45
80,50,54
98,44,99
15,94,70
41,88,90
17,11,83
96,25,19
38,20,13
35,93,24
13,31,56
71,43,45
98,82,19
29,42,67
98,44,99
64,64,47
98,67,56
98,44,99
98,44,99
64,14,40
63,10,22
73,57,71
59,39,29
99,50,11
89,63,42
89,63,42
39,25,98
25,26,59
57,71,61
80,29,38
98,44,99
96,25,19
21,78,25
74,89,48
82,99,17
49,44,43
89,43,56
58,68,47
98,51,99
95,46,33
86,91,81
71,90,15
11,17,30
73,57,71
97,68,50
25,26,59
84,85,78
99,50,11
75,68,32
17,72,31
98,44,99
53,44,99
34,53,85
47,13,16
94,23,85
87,96,29
12,53,85
82,87,94
27,18,10
17,72,31
49,62,64
20,11,17
12,53,85
43,75,93
78,99,84
50,72,19
15,45,17
83,91,76
98,44,99
98,44,99
95,76,17
59,33,57
51,36,23
60,72,32
22,97,56
73,57,71
95,20,12
31,73,83
48,11,90
42,48,44
31,73,83
84,85,78
64,31,53
29,23,41
76,69,23
79,36,76
38,44,80
17,87,16
49,44,43
30,31,60
28,77,88
96,25,19
81,66,90
81,52,92
34,99,83
45,93,43
25,26,59
76,31,20
29,26,25
73,18,11
91,62,59
42,34,12
35,93,24
65,74,95
21,78,25
19,32,38
98,44,99
40,37,70
18,20,79
50,23,36
76,69,23
39,72,26
53,44,99
64,64,47
98,44,99
73,41,82
61,43,20
53,44,99
98,44,99
76,88,92
92,75,80
80,50,54
22,93,14
92,50,87
12,51,22
74,62,13
87,96,29
21,25,47
94,23,85
50,63,95
44,45,11
83,91,76
15,41,10
86,74,45
45,41,19
94,51,53
15,94,70
88,49,71
59,33,57
40,37,70
88,43,34
98,44,99
27,18,10
89,85,92
34,34,42
26,60,26
88,74,12
67,39,45
34,11,20
39,72,26
38,79,76
64,14,40
76,88,92
94,42,70
26,41,97
94,23,85
13,31,56
34,11,20
77,76,83
87,96,29
34,11,20
74,89,48
64,64,47
25,71,36
98,34,52
85,41,65
86,38,31
97,75,13
18,98,66
14,22,89
97,86,11
13,26,33
98,51,99
18,20,79
27,18,10
99,16,54
48,11,90
89,53,80
28,77,88
15,45,17
94,78,62
73,18,11
73,18,11
28,84,35
87,96,29
24,93,66
67,39,45
87,96,29
81,66,90
35,93,24
92,19,18
65,60,53
15,25,43
35,14,23
87,96,29
26,60,26
67,41,72
19,82,48
25,61,35
50,63,95
65,60,72
88,49,71
98,51,99
88,32,72
88,49,71
63,84,49
66,11,57
74,62,13
88,32,72
94,23,85
13,11,54
73,41,82
41,88,90
11,17,30
27,18,10
88,41,86
98,44,99
25,26,59
98,44,99
27,18,10
71,43,45
70,15,88
64,64,47
94,44,82
56,65,29
89,43,56
64,14,40
38,44,80
98,44,99
29,23,41
87,96,29
28,84,35
73,57,71
38,44,80
86,82,64
87,96,29
76,72,93
11,31,35
50,63,95
86,79,59
75,17,55
94,44,82
63,63,48
29,23,41
84,85,78
88,49,71
98,34,52
80,29,38
34,34,42
70,19,15
74,89,48
32,96,41
30,31,60
33,42,88
72,88,72
98,10,52
17,72,31
87,86,97
70,43,49
98,44,99
32,91,87
51,14,21
26,41,97
58,68,47
22,93,14
81,17,72
17,11,83
67,41,72
26,41,97
98,34,52
92,50,87
41,88,90
65,30,24
86,82,64
40,39,66
26,95,65
71,43,45
51,14,21
11,17,30
76,54,99
58,21,25
40,80,39
95,46,33
70,19,15
56,65,29
24,93,66
29,42,67
79,36,76
78,76,39
40,33,91
89,53,80
60,72,32
86,74,45
63,10,22
37,55,11
47,13,16
93,42,36
63,84,49
20,11,17
21,31,12
76,54,68
82,99,17
51,36,23
99,16,54
11,17,30
98,44,99
70,43,49
70,19,15
94,44,82
56,66,49
