-46,51
95,28
23,-26
-92,62
36,-22
-11,81
-34,90
-76,-14
4,-93
-10,-75
-45,38
-62,-29
-93,31
31,89
89,16
65,30
35,-70
-83,43
17,-90
71,69
-40,-23
0,13
79,-13
27,54
84,-45
27,3
-88,-98
-80,-89
36,5
-32,-89
-41,-54
-78,78
-29,18
23,-67
52,-19
-70,-68
-89,-93
7,18
20,70
-50,-96
-3,-48
72,25
50,-58
49,43
-30,41
73,-69
54,-34
49,84
-2,-55
46,-71
-28,-15
26,-24
84,-83
91,-19
72,30
-23,91
47,-75
22,95
36,96
59,91
82,-26
-5,3
-30,13
-2,99
99,-77
-75,-18
66,-5
90,-74
23,-64
39,-89
-23,25
-44,-34
87,61
42,15
-14,-38
83,-3
87,17
53,87
-40,84
-61,3
-2,-80
81,-34
78,-52
65,-60
17,56
-75,-68
99,93
-47,-69
-78,-79
22,-78
60,17
49,-72
39,-62
68,66
-73,38
15,86
-36,85
34,70
-22,58
72,-3
95,-65
-84,86
50,-68
6,-22
86,26
-82,63
63,2
85,65
-57,92
-37,-52
-3,16
-28,63
8,-73
0,2
6,-7
32,82
22,0
72,-57
-99,-84
-32,-71
68,86
-10,5
38,-65
-97,13
-59,-19
-59,61
-38,23
-41,67
97,-78
85,-10
15,-98
52,11
-69,53
-45,-22
-52,76
74,31
92,-46
-1,39
77,90
21,-13
-74,96
-98,35
42,-78
-99,42
-87,-66
90,-19
-75,-1
46,8
67,57
11,-4
-58,-85
-51,-59
-66,67
-8,-36
-88,16
-72,32
-67,85
50,38
-91,66
-75,-37
-86,-32
-87,35
94,-28
-92,-77
44,-52
-14,-83
74,18
17,-70
-98,28
-95,-92
-81,-67
-68,4
-67,-28
72,-56
80,52
-43,13
86,14
-59,-58
-88,-30
-65,31
14,36
-86,-24
-18,29
-96,-96
68,13
-21,-83
-77,-72
-78,-24
50,-61
-51,-44
-96,-28
-89,4
-47,27
58,3
29,8
23,5
59,-17
-72,-70
-59,51
11,-24
25,-48
-56,-57
-11,-50
-17,48
-54,-52
-33,-14
-11,-39
88,-48
-1,-63
34,34
-69,-15
38,-38
21,42
50,57
74,76
-50,80
-79,-34
21,76
24,32
-10,-71
32,-79
90,72
-24,42
1,-94
37,36
-51,-23
-56,54
70,14
78,21
5,-48
-54,-51
-81,-35
53,-75
-77,-90
-22,56
20,-46
57,-44
-15,-31
-42,-99
-67,-69
32,-17
-37,96
54,42
-22,-88
-45,96
-6,-76
-26,-11
-95,10
50,77
71,-33
52,-10
-61,79
-85,-80
16,-61
57,84
-14,-97
87,6
-72,-40
65,42
34,15
-80,11
-66,9
10,-12
-94,-3
93,39
-40,83
84,66
8,65
51,37
31,-14
62,19
39,-75
58,-87
0,72
45,25
89,100
-17,93
24,-39
-50,-6
92,-58
-100,-6
-8,4
-49,-27
71,-89
45,-87
-23,19
-17,-2
-34,-84
-65,63
29,44
-95,20
-6,-31
-100,22
-52,40
-67,-57
40,75
-56,90
57,19
-8,95
-12,19
21,-82
